bioproject	biosample	biosamplemodel	assembly_acs	assembly_filename	sra_run_acs	genbank_acs	sample name	strain	culture_collection	strain_name_alias	organism_name	species	serotype	pathotype	identification_method	mlst_scheme	mlst_st	mlst_profile	mlst_calling_software	molecule_type	size	gc	md5	release_date	genbank_ftp	refseq_ftp	assembly_acs	sra study	experiment	run	assay type	platform	instrument	librarylayout	libraryselection	librarysource	library name	avgspotlen	estimated_coverage	bases	bytes	center name	consent	datastore filetype	datastore provider	datastore region	releasedate	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	isolation_source	lat_lon	collected_by	collection_date	host
PRJDB5007	SAMD00056132		GCA_002357875.1	GCF_002357875.1_ASM235787v1	DRR065948	NZ_AP017620.1	DRS043045	MRY15-131			Escherichia coli	Escherichia coli				ecoli	457	adk(101), fumC(88), gyrB(97), icd(108), mdh(26), purA(79), recA(2)	mlst v. 2.19.0	chromosome	5042704	50.39363802	c810febfbb07789bbd4ab6aa597541be	2017-04-06T23:04:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/875/GCA_002357875.1_ASM235787v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/875/GCF_002357875.1_ASM235787v1	GCA_002357875.1	DRP003586	DRX060091	DRR065948	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MRY15-131_MiSeq	600	165.25572	826278600	572396024	NIID	public	realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2017-04-06T00:00:00Z	Japan	Asia	Japan				2013	Bos taurus
PRJDB5007	SAMD00056132		GCA_002357875.1	GCF_002357875.1_ASM235787v1	DRR065948	NZ_AP017621.1	DRS043045	MRY15-131			Escherichia coli	Escherichia coli				ecoli	457	adk(101), fumC(88), gyrB(97), icd(108), mdh(26), purA(79), recA(2)	mlst v. 2.19.0	plasmid	116529	50.65005278	258f22b98a7c62c72deb19955b1ccf37	2017-04-06T23:04:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/875/GCA_002357875.1_ASM235787v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/875/GCF_002357875.1_ASM235787v1	GCA_002357875.1	DRP003586	DRX060091	DRR065948	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MRY15-131_MiSeq	600	165.25572	826278600	572396024	NIID	public	realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2017-04-06T00:00:00Z	Japan	Asia	Japan				2013	Bos taurus
PRJDB5007	SAMD00056132		GCA_002357875.1	GCF_002357875.1_ASM235787v1	DRR065948	NZ_AP017622.1	DRS043045	MRY15-131			Escherichia coli	Escherichia coli				ecoli	457	adk(101), fumC(88), gyrB(97), icd(108), mdh(26), purA(79), recA(2)	mlst v. 2.19.0	plasmid	60722	42.39484865	6a9271e08ffd70738af8fa5dce8e1912	2017-04-06T23:04:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/875/GCA_002357875.1_ASM235787v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/875/GCF_002357875.1_ASM235787v1	GCA_002357875.1	DRP003586	DRX060091	DRR065948	WGS	ILLUMINA	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	MRY15-131_MiSeq	600	165.25572	826278600	572396024	NIID	public	realign,sra,wgmlst_sig	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	2017-04-06T00:00:00Z	Japan	Asia	Japan				2013	Bos taurus
PRJNA351909	SAMEA3357010		GCA_002752995.1	GCF_002752995.1_ASM275299v1	ERR1023775	NZ_CP024542.1	SAMEA3357010				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	chromosome	5337491	57.41396098	9594ee6ada53f4ffb652c89b2c53c4f6	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/995/GCF_002752995.1_ASM275299v1	GCA_002752995.1	ERP006536	ERX1102647	ERR1023775	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992909	250	133.5468	667734000	147859768	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357010		GCA_002752995.1	GCF_002752995.1_ASM275299v1	ERR1023775	NZ_CP024543.1	SAMEA3357010				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	plasmid	110374	52.23059779	975615f1d90440e6457996c1892ede6b	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/995/GCF_002752995.1_ASM275299v1	GCA_002752995.1	ERP006536	ERX1102647	ERR1023775	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992909	250	133.5468	667734000	147859768	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357010		GCA_002752995.1	GCF_002752995.1_ASM275299v1	ERR1023775	NZ_CP024544.1	SAMEA3357010				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	plasmid	71587	54.19699107	6a436ea950d5bdd666f475741e738fe2	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/995/GCF_002752995.1_ASM275299v1	GCA_002752995.1	ERP006536	ERX1102647	ERR1023775	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992909	250	133.5468	667734000	147859768	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357043		GCA_002753355.1	GCF_002753355.1_ASM275335v1	ERR1023792	NZ_CP024545.1	SAMEA3357043				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	chromosome	5337491	57.41399845	02274dd6d986269e02ac02fb524b0885	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/355/GCF_002753355.1_ASM275335v1	GCA_002753355.1	ERP006536	ERX1102664	ERR1023792	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992923	250	153.7226	768613000	165941072	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357043		GCA_002753355.1	GCF_002753355.1_ASM275335v1	ERR1023792	NZ_CP024546.1	SAMEA3357043				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	plasmid	110374	52.23059779	975615f1d90440e6457996c1892ede6b	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/355/GCF_002753355.1_ASM275335v1	GCA_002753355.1	ERP006536	ERX1102664	ERR1023792	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992923	250	153.7226	768613000	165941072	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357043		GCA_002753355.1	GCF_002753355.1_ASM275335v1	ERR1023792	NZ_CP024547.1	SAMEA3357043				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	37	gapA(2), infB(9), mdh(2), pgi(1), phoE(13), rpoB(1), tonB(16)	mlst v. 2.19.0	plasmid	71587	54.19699107	6a436ea950d5bdd666f475741e738fe2	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/355/GCF_002753355.1_ASM275335v1	GCA_002753355.1	ERP006536	ERX1102664	ERR1023792	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	13992923	250	153.7226	768613000	165941072	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024528.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	chromosome	5297108	57.48261127	9208df9557d5a607c1a883c1e3f4a0d0	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024529.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	221606	53.39431243	d9003a638100273a8b6733717cf3b647	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024530.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	147932	52.28077765	18687ce92adfece07ff80b18a1b306f8	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024531.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	89345	50.68106777	10aab1bd59433d19d3f989f7d5fdcc45	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024532.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	4660	43.79828326	8bdb9ca028efafaa44161f13b4b3e09b	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024533.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	4510	44.72283814	4d7826f0341fbafbbc140f80e4ec446b	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
PRJNA351909	SAMEA3357077		GCA_002753075.1	GCF_002753075.1_ASM275307v1	ERR1023800	NZ_CP024534.1	SAMEA3357077				Klebsiella pneumoniae	Klebsiella pneumoniae				kpneumoniae	340	gapA(3), infB(3), mdh(1), pgi(1), phoE(1), rpoB(1), tonB(18)	mlst v. 2.19.0	plasmid	3825	46.48366013	7dbc664bf275ff92a9386b781065cf05	2017-11-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/075/GCF_002753075.1_ASM275307v1	GCA_002753075.1	ERP006536	ERX1102672	ERR1023800	WGS	ILLUMINA	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	14021584	250	138.2507	691253500	164865980	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	2015-09-23T00:00:00Z								
